instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,month
662,2012-10-23,Winter,2012,10,0,Tuesday,1,Clear,0.544167,0.530304,0.641667,0.0945458,841.0,6625,7466,October
663,2012-10-24,Winter,2012,10,0,Wednesday,1,Clear,0.5875,0.558721,0.63625,0.0727792,795.0,6898,7693,October
664,2012-10-25,Winter,2012,10,0,Thursday,1,Mist,0.55,0.529688,0.800417,0.124375,875.0,6484,7359,October
665,2012-10-26,Winter,2012,10,0,Friday,1,Mist,0.545833,0.52275,0.807083,0.132467,1182.0,6262,7444,October
666,2012-10-27,Winter,2012,10,0,Saturday,0,Mist,0.53,0.515133,0.72,0.235692,713.0,5209,7852,October
667,2012-10-28,Winter,2012,10,0,Sunday,0,Mist,0.4775,0.467771,0.694583,0.180975,998.0,3461,4459,October
668,2012-10-29,Winter,2012,10,0,Monday,1,Light Snow,0.44,0.4394,0.88,0.3582,2.0,20,22,October
669,2012-10-30,Winter,2012,10,0,Tuesday,1,Mist,0.318182,0.309909,0.825455,0.213009,87.0,1009,1096,October
670,2012-10-31,Winter,2012,10,0,Wednesday,1,Mist,0.3575,0.3611,0.666667,0.166667,419.0,5147,5566,October
671,2012-11-01,Winter,2012,11,0,Thursday,1,Mist,0.365833,0.369942,0.581667,0.157346,466.0,5520,5986,November
672,2012-11-02,Winter,2012,11,0,Friday,1,Clear,0.355,0.356042,0.522083,0.266175,618.0,5229,5847,November
673,2012-11-03,Winter,2012,11,0,Saturday,0,Mist,0.343333,0.323846,0.49125,0.270529,1029.0,4109,5138,November
674,2012-11-04,Winter,2012,11,0,Sunday,0,Clear,0.325833,0.329538,0.532917,0.179108,1201.0,3906,5107,November
675,2012-11-05,Winter,2012,11,0,Monday,1,Clear,0.319167,0.308075,0.494167,0.236325,378.0,4881,5259,November
676,2012-11-06,Winter,2012,11,0,Tuesday,1,Clear,0.280833,0.281567,0.567083,0.173513,466.0,5220,5686,November
677,2012-11-07,Winter,2012,11,0,Wednesday,1,Mist,0.295833,0.274621,0.5475,0.304108,326.0,4709,5035,November
678,2012-11-08,Winter,2012,11,0,Thursday,1,Clear,0.352174,0.341891,0.333478,0.347835,340.0,4975,5315,November
679,2012-11-09,Winter,2012,11,0,Friday,1,Clear,0.361667,0.355413,0.540833,0.214558,709.0,5283,5992,November
680,2012-11-10,Winter,2012,11,0,Saturday,0,Clear,0.389167,0.393937,0.645417,0.0578458,2090.0,4446,6536,November
681,2012-11-11,Winter,2012,11,0,Sunday,0,Clear,0.420833,0.421713,0.659167,0.1275,713.0,4562,6852,November
682,2012-11-12,Winter,2012,11,1,Monday,0,Clear,0.485,0.475383,0.741667,0.173517,1097.0,5172,6269,November
683,2012-11-13,Winter,2012,11,0,Tuesday,1,Mist,0.343333,0.323225,0.662917,0.342046,327.0,3767,4094,November
684,2012-11-14,Winter,2012,11,0,Wednesday,1,Clear,0.289167,0.281563,0.552083,0.199625,373.0,5122,5495,November
685,2012-11-15,Winter,2012,11,0,Thursday,1,Mist,0.321667,0.324492,0.620417,0.152987,320.0,5125,5445,November
686,2012-11-16,Winter,2012,11,0,Friday,1,Clear,0.345,0.347204,0.524583,0.171025,484.0,5214,5698,November
687,2012-11-17,Winter,2012,11,0,Saturday,0,Clear,0.325,0.326383,0.545417,0.179729,1313.0,4316,5629,November
688,2012-11-18,Winter,2012,11,0,Sunday,0,Clear,0.3425,0.337746,0.692917,0.227612,922.0,3747,4669,November
689,2012-11-19,Winter,2012,11,0,Monday,1,Mist,0.380833,0.375621,0.623333,0.235067,449.0,5050,5499,November
690,2012-11-20,Winter,2012,11,0,Tuesday,1,Mist,0.374167,0.380667,0.685,0.082725,534.0,5100,5634,November
691,2012-11-21,Winter,2012,11,0,Wednesday,1,Clear,0.353333,0.364892,0.61375,0.103246,615.0,4531,5146,November
692,2012-11-22,Winter,2012,11,1,Thursday,0,Clear,0.34,0.350371,0.580417,0.0528708,955.0,1470,2425,November
693,2012-11-23,Winter,2012,11,0,Friday,1,Clear,0.368333,0.378779,0.56875,0.148021,1603.0,2307,3910,November
694,2012-11-24,Winter,2012,11,0,Saturday,0,Clear,0.278333,0.248742,0.404583,0.376871,532.0,1745,2277,November
695,2012-11-25,Winter,2012,11,0,Sunday,0,Clear,0.245833,0.257583,0.468333,0.1505,309.0,2115,2424,November
696,2012-11-26,Winter,2012,11,0,Monday,1,Clear,0.313333,0.339004,0.535417,0.04665,337.0,4750,5087,November
697,2012-11-27,Winter,2012,11,0,Tuesday,1,Mist,0.291667,0.281558,0.786667,0.237562,123.0,3836,3959,November
698,2012-11-28,Winter,2012,11,0,Wednesday,1,Clear,0.296667,0.289762,0.50625,0.210821,198.0,5062,5260,November
699,2012-11-29,Winter,2012,11,0,Thursday,1,Clear,0.28087,0.298422,0.555652,0.115522,243.0,5080,5323,November
700,2012-11-30,Winter,2012,11,0,Friday,1,Clear,0.298333,0.323867,0.649583,0.0584708,362.0,5306,5668,November
701,2012-12-01,Winter,2012,12,0,Saturday,0,Mist,0.298333,0.316904,0.806667,0.0597042,951.0,4240,5191,December
702,2012-12-02,Winter,2012,12,0,Sunday,0,Mist,0.3475,0.359208,0.823333,0.124379,892.0,3757,4649,December
703,2012-12-03,Winter,2012,12,0,Monday,1,Clear,0.4525,0.455796,0.7675,0.0827208,555.0,5679,6234,December
704,2012-12-04,Winter,2012,12,0,Tuesday,1,Clear,0.475833,0.469054,0.73375,0.174129,551.0,6055,6606,December
705,2012-12-05,Winter,2012,12,0,Wednesday,1,Clear,0.438333,0.428012,0.485,0.324021,331.0,5398,5729,December
706,2012-12-06,Winter,2012,12,0,Thursday,1,Clear,0.255833,0.258204,0.50875,0.174754,340.0,5035,5375,December
707,2012-12-07,Winter,2012,12,0,Friday,1,Mist,0.320833,0.321958,0.764167,0.1306,349.0,4659,5008,December
708,2012-12-08,Winter,2012,12,0,Saturday,0,Mist,0.381667,0.389508,0.91125,0.101379,1153.0,4429,5582,December
709,2012-12-09,Winter,2012,12,0,Sunday,0,Mist,0.384167,0.390146,0.905417,0.157975,441.0,2787,3228,December
710,2012-12-10,Winter,2012,12,0,Monday,1,Mist,0.435833,0.435575,0.925,0.190308,329.0,4841,5170,December
711,2012-12-11,Winter,2012,12,0,Tuesday,1,Mist,0.353333,0.338363,0.596667,0.296037,282.0,5219,5501,December
712,2012-12-12,Winter,2012,12,0,Wednesday,1,Mist,0.2975,0.297338,0.538333,0.162937,310.0,5009,5319,December
713,2012-12-13,Winter,2012,12,0,Thursday,1,Clear,0.295833,0.294188,0.485833,0.174129,425.0,5107,5532,December
714,2012-12-14,Winter,2012,12,0,Friday,1,Clear,0.281667,0.294192,0.642917,0.131229,429.0,5182,5611,December
715,2012-12-15,Winter,2012,12,0,Saturday,0,Clear,0.324167,0.338383,0.650417,0.10635,767.0,4280,5047,December
716,2012-12-16,Winter,2012,12,0,Sunday,0,Mist,0.3625,0.369938,0.83875,0.100742,538.0,3248,3786,December
717,2012-12-17,Winter,2012,12,0,Monday,1,Mist,0.393333,0.4015,0.907083,0.0982583,212.0,4373,4585,December
718,2012-12-18,Winter,2012,12,0,Tuesday,1,Clear,0.410833,0.409708,0.66625,0.221404,433.0,5124,5557,December
719,2012-12-19,Winter,2012,12,0,Wednesday,1,Clear,0.3325,0.342162,0.625417,0.184092,333.0,4934,5267,December
720,2012-12-20,Winter,2012,12,0,Thursday,1,Mist,0.33,0.335217,0.667917,0.132463,314.0,3814,4128,December
721,2012-12-21,Springer,2012,12,0,Friday,1,Mist,0.326667,0.301767,0.556667,0.374383,221.0,3402,3623,December
722,2012-12-22,Springer,2012,12,0,Saturday,0,Clear,0.265833,0.236113,0.44125,0.180975,205.0,1544,1749,December
723,2012-12-23,Springer,2012,12,0,Sunday,0,Clear,0.245833,0.259471,0.515417,0.133083,408.0,1379,1787,December
724,2012-12-24,Springer,2012,12,0,Monday,1,Mist,0.231304,0.2589,0.791304,0.0772304,174.0,746,920,December
725,2012-12-25,Springer,2012,12,1,Tuesday,0,Mist,0.291304,0.294465,0.734783,0.168726,440.0,573,1013,December
726,2012-12-26,Springer,2012,12,0,Wednesday,1,Light Snow,0.243333,0.220333,0.823333,0.316546,9.0,432,441,December
727,2012-12-27,Springer,2012,12,0,Thursday,1,Mist,0.254167,0.226642,0.652917,0.350133,247.0,1867,2114,December
728,2012-12-28,Springer,2012,12,0,Friday,1,Mist,0.253333,0.255046,0.59,0.155471,644.0,2451,3095,December
729,2012-12-29,Springer,2012,12,0,Saturday,0,Mist,0.253333,0.2424,0.752917,0.124383,159.0,1182,1341,December
730,2012-12-30,Springer,2012,12,0,Sunday,0,Clear,0.255833,0.2317,0.483333,0.350754,364.0,1432,1796,December
731,2012-12-31,Springer,2012,12,0,Monday,1,Mist,0.215833,0.223487,0.5775,0.154846,439.0,2290,2729,December
