instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,month
14853,2012-09-16,Fall,2012,9,1,0,Sunday,0,Clear,0.54,0.5152,0.64,0.0,35.0,82,117,September
14854,2012-09-16,Fall,2012,9,2,0,Sunday,0,Clear,0.52,0.5,0.63,0.0,27.0,62,89,September
14855,2012-09-16,Fall,2012,9,3,0,Sunday,0,Clear,0.5,0.4848,0.68,0.0,10.0,38,48,September
14856,2012-09-16,Fall,2012,9,4,0,Sunday,0,Clear,0.5,0.4848,0.72,0.0,2.0,6,8,September
14857,2012-09-16,Fall,2012,9,5,0,Sunday,0,Clear,0.5,0.4848,0.72,0.0,3.0,10,13,September
14858,2012-09-16,Fall,2012,9,6,0,Sunday,0,Clear,0.5,0.4848,0.72,0.0,9.0,26,35,September
14859,2012-09-16,Fall,2012,9,7,0,Sunday,0,Clear,0.5,0.4848,0.77,0.1045,28.0,43,71,September
14860,2012-09-16,Fall,2012,9,8,0,Sunday,0,Clear,0.54,0.5152,0.64,0.1642,34.0,94,128,September
14861,2012-09-16,Fall,2012,9,9,0,Sunday,0,Clear,0.58,0.5455,0.6,0.1343,70.0,226,296,September
14862,2012-09-16,Fall,2012,9,10,0,Sunday,0,Clear,0.62,0.6212,0.5,0.1045,17.0,330,490,September
14863,2012-09-16,Fall,2012,9,11,0,Sunday,0,Clear,0.64,0.6212,0.47,0.1642,17.0,376,559,September
14864,2012-09-16,Fall,2012,9,12,0,Sunday,0,Clear,0.66,0.6212,0.44,0.1642,17.0,468,656,September
14865,2012-09-16,Fall,2012,9,13,0,Sunday,0,Clear,0.64,0.6212,0.41,0.1642,17.0,454,694,September
14866,2012-09-16,Fall,2012,9,14,0,Sunday,0,Clear,0.66,0.6212,0.39,0.1343,17.0,410,635,September
14867,2012-09-16,Fall,2012,9,15,0,Sunday,0,Clear,0.64,0.6212,0.41,0.1642,17.0,342,557,September
14868,2012-09-16,Fall,2012,9,16,0,Sunday,0,Clear,0.64,0.6212,0.44,0.1642,17.0,402,596,September
14869,2012-09-16,Fall,2012,9,17,0,Sunday,0,Clear,0.66,0.6212,0.41,0.0,17.0,393,570,September
14870,2012-09-16,Fall,2012,9,18,0,Sunday,0,Clear,0.62,0.6212,0.5,0.1642,17.0,361,481,September
14871,2012-09-16,Fall,2012,9,19,0,Sunday,0,Clear,0.62,0.6212,0.5,0.1343,91.0,312,403,September
14872,2012-09-16,Fall,2012,9,20,0,Sunday,0,Clear,0.6,0.6212,0.53,0.1045,57.0,267,324,September
14873,2012-09-16,Fall,2012,9,21,0,Sunday,0,Clear,0.6,0.6212,0.56,0.1045,43.0,148,191,September
14874,2012-09-16,Fall,2012,9,22,0,Sunday,0,Clear,0.56,0.5303,0.68,0.0896,18.0,109,127,September
14875,2012-09-16,Fall,2012,9,23,0,Sunday,0,Clear,0.54,0.5152,0.68,0.1045,9.0,85,94,September
14876,2012-09-17,Fall,2012,9,0,0,Monday,1,Clear,0.54,0.5152,0.68,0.1642,14.0,31,45,September
14877,2012-09-17,Fall,2012,9,1,0,Monday,1,Clear,0.52,0.5,0.72,0.0896,9.0,12,21,September
14878,2012-09-17,Fall,2012,9,2,0,Monday,1,Clear,0.52,0.5,0.72,0.0,5.0,8,13,September
14879,2012-09-17,Fall,2012,9,3,0,Monday,1,Clear,0.5,0.4848,0.77,0.0896,0.0,7,7,September
14880,2012-09-17,Fall,2012,9,4,0,Monday,1,Clear,0.5,0.4848,0.77,0.0,2.0,9,11,September
14881,2012-09-17,Fall,2012,9,5,0,Monday,1,Clear,0.48,0.4697,0.82,0.0896,1.0,44,45,September
14882,2012-09-17,Fall,2012,9,6,0,Monday,1,Clear,0.48,0.4697,0.82,0.0,7.0,157,164,September
14883,2012-09-17,Fall,2012,9,7,0,Monday,1,Clear,0.52,0.5,0.77,0.0,18.0,474,492,September
14884,2012-09-17,Fall,2012,9,8,0,Monday,1,Clear,0.54,0.5152,0.77,0.0896,36.0,647,683,September
14885,2012-09-17,Fall,2012,9,9,0,Monday,1,Clear,0.58,0.5455,0.68,0.1343,34.0,265,299,September
14886,2012-09-17,Fall,2012,9,10,0,Monday,1,Mist,0.62,0.6061,0.65,0.194,73.0,129,202,September
14887,2012-09-17,Fall,2012,9,11,0,Monday,1,Mist,0.62,0.6061,0.69,0.2239,61.0,191,252,September
14888,2012-09-17,Fall,2012,9,12,0,Monday,1,Mist,0.62,0.6061,0.69,0.194,62.0,233,295,September
14889,2012-09-17,Fall,2012,9,13,0,Monday,1,Clear,0.64,0.6061,0.65,0.2537,112.0,231,343,September
14890,2012-09-17,Fall,2012,9,14,0,Monday,1,Mist,0.64,0.6061,0.65,0.2537,17.0,203,332,September
14891,2012-09-17,Fall,2012,9,15,0,Monday,1,Mist,0.64,0.6061,0.65,0.2537,82.0,256,338,September
14892,2012-09-17,Fall,2012,9,16,0,Monday,1,Mist,0.64,0.6061,0.69,0.2537,74.0,379,453,September
14893,2012-09-17,Fall,2012,9,17,0,Monday,1,Mist,0.64,0.6061,0.65,0.2239,102.0,740,842,September
14894,2012-09-17,Fall,2012,9,18,0,Monday,1,Mist,0.62,0.5909,0.73,0.1642,66.0,708,774,September
14895,2012-09-17,Fall,2012,9,19,0,Monday,1,Mist,0.62,0.5909,0.73,0.1045,51.0,435,486,September
14896,2012-09-17,Fall,2012,9,20,0,Monday,1,Mist,0.62,0.5909,0.73,0.1343,32.0,308,340,September
14897,2012-09-17,Fall,2012,9,21,0,Monday,1,Light Snow,0.62,0.5758,0.83,0.2239,28.0,205,233,September
14898,2012-09-17,Fall,2012,9,22,0,Monday,1,Light Snow,0.62,0.5758,0.83,0.2537,20.0,109,129,September
14899,2012-09-17,Fall,2012,9,23,0,Monday,1,Light Snow,0.6,0.5152,0.94,0.2537,4.0,66,70,September
14900,2012-09-18,Fall,2012,9,0,0,Tuesday,1,Light Snow,0.6,0.5152,0.94,0.2537,2.0,11,13,September
14901,2012-09-18,Fall,2012,9,1,0,Tuesday,1,Light Snow,0.6,0.5152,0.94,0.194,0.0,5,5,September
14902,2012-09-18,Fall,2012,9,2,0,Tuesday,1,Light Snow,0.6,0.5152,0.94,0.194,0.0,4,4,September
14903,2012-09-18,Fall,2012,9,3,0,Tuesday,1,Mist,0.62,0.5455,0.94,0.2836,0.0,6,6,September
14904,2012-09-18,Fall,2012,9,4,0,Tuesday,1,Mist,0.62,0.5455,0.94,0.3582,2.0,5,7,September
14905,2012-09-18,Fall,2012,9,5,0,Tuesday,1,Mist,0.64,0.5758,0.89,0.3284,3.0,45,48,September
14906,2012-09-18,Fall,2012,9,6,0,Tuesday,1,Mist,0.64,0.5758,0.89,0.3284,4.0,163,167,September
14907,2012-09-18,Fall,2012,9,7,0,Tuesday,1,Mist,0.64,0.5758,0.89,0.4478,13.0,343,356,September
14908,2012-09-18,Fall,2012,9,8,0,Tuesday,1,Mist,0.66,0.6061,0.83,0.194,32.0,640,672,September
14909,2012-09-18,Fall,2012,9,9,0,Tuesday,1,Mist,0.66,0.6061,0.83,0.194,27.0,266,293,September
14910,2012-09-18,Fall,2012,9,10,0,Tuesday,1,Light Snow,0.68,0.6364,0.79,0.194,30.0,130,160,September
14911,2012-09-18,Fall,2012,9,11,0,Tuesday,1,Mist,0.68,0.6364,0.79,0.194,36.0,115,151,September
14912,2012-09-18,Fall,2012,9,12,0,Tuesday,1,Light Snow,0.68,0.6364,0.83,0.4478,16.0,72,88,September
14913,2012-09-18,Fall,2012,9,13,0,Tuesday,1,Mist,0.7,0.6667,0.74,0.194,17.0,97,114,September
14914,2012-09-18,Fall,2012,9,14,0,Tuesday,1,Light Snow,0.6,0.5152,0.94,0.4627,27.0,116,143,September
14915,2012-09-18,Fall,2012,9,15,0,Tuesday,1,Light Snow,0.6,0.5455,0.88,0.2537,1.0,35,36,September
14916,2012-09-18,Fall,2012,9,16,0,Tuesday,1,Light Snow,0.6,0.5455,0.88,0.2985,19.0,122,141,September
14917,2012-09-18,Fall,2012,9,17,0,Tuesday,1,Light Snow,0.6,0.5455,0.88,0.194,36.0,302,338,September
14918,2012-09-18,Fall,2012,9,18,0,Tuesday,1,Mist,0.6,0.5455,0.88,0.1642,19.0,262,281,September
14919,2012-09-18,Fall,2012,9,19,0,Tuesday,1,Mist,0.6,0.5455,0.88,0.2985,22.0,302,324,September
14920,2012-09-18,Fall,2012,9,20,0,Tuesday,1,Mist,0.6,0.5455,0.88,0.194,19.0,271,290,September
14921,2012-09-18,Fall,2012,9,21,0,Tuesday,1,Mist,0.6,0.5455,0.88,0.194,21.0,186,207,September
14922,2012-09-18,Fall,2012,9,22,0,Tuesday,1,Light Snow,0.58,0.5455,0.83,0.4627,14.0,137,151,September
14923,2012-09-18,Fall,2012,9,23,0,Tuesday,1,Mist,0.56,0.5303,0.83,0.2239,11.0,67,78,September
14924,2012-09-19,Fall,2012,9,0,0,Wednesday,1,Mist,0.56,0.5303,0.68,0.2836,3.0,23,26,September
14925,2012-09-19,Fall,2012,9,1,0,Wednesday,1,Mist,0.54,0.5152,0.68,0.2537,0.0,12,12,September
14926,2012-09-19,Fall,2012,9,2,0,Wednesday,1,Mist,0.54,0.5152,0.64,0.3284,0.0,3,3,September
14927,2012-09-19,Fall,2012,9,3,0,Wednesday,1,Mist,0.52,0.5,0.63,0.2537,1.0,4,5,September
14928,2012-09-19,Fall,2012,9,4,0,Wednesday,1,Mist,0.52,0.5,0.68,0.3582,0.0,10,10,September
14929,2012-09-19,Fall,2012,9,5,0,Wednesday,1,Mist,0.52,0.5,0.68,0.2836,2.0,54,56,September
14930,2012-09-19,Fall,2012,9,6,0,Wednesday,1,Clear,0.52,0.5,0.63,0.2537,6.0,166,172,September
14931,2012-09-19,Fall,2012,9,7,0,Wednesday,1,Clear,0.52,0.5,0.63,0.2239,16.0,529,545,September
14932,2012-09-19,Fall,2012,9,8,0,Wednesday,1,Clear,0.52,0.5,0.59,0.2239,39.0,758,797,September
14933,2012-09-19,Fall,2012,9,9,0,Wednesday,1,Clear,0.54,0.5152,0.6,0.2537,26.0,336,362,September
14934,2012-09-19,Fall,2012,9,10,0,Wednesday,1,Clear,0.56,0.5303,0.52,0.194,23.0,169,192,September
14935,2012-09-19,Fall,2012,9,11,0,Wednesday,1,Clear,0.6,0.6212,0.43,0.2537,44.0,203,247,September
14936,2012-09-19,Fall,2012,9,12,0,Wednesday,1,Clear,0.6,0.6212,0.43,0.2537,53.0,260,313,September
14937,2012-09-19,Fall,2012,9,13,0,Wednesday,1,Clear,0.6,0.6212,0.4,0.2537,55.0,234,289,September
14938,2012-09-19,Fall,2012,9,14,0,Wednesday,1,Clear,0.62,0.6212,0.38,0.2537,59.0,227,286,September
14939,2012-09-19,Fall,2012,9,15,0,Wednesday,1,Clear,0.62,0.6212,0.35,0.0,57.0,254,311,September
14940,2012-09-19,Fall,2012,9,16,0,Wednesday,1,Clear,0.62,0.6212,0.35,0.0,69.0,397,466,September
14941,2012-09-19,Fall,2012,9,17,0,Wednesday,1,Clear,0.6,0.6212,0.38,0.2239,74.0,812,886,September
14942,2012-09-19,Fall,2012,9,18,0,Wednesday,1,Clear,0.58,0.5455,0.4,0.2836,85.0,807,892,September
14943,2012-09-19,Fall,2012,9,19,0,Wednesday,1,Clear,0.56,0.5303,0.43,0.2239,72.0,539,611,September
14944,2012-09-19,Fall,2012,9,20,0,Wednesday,1,Clear,0.52,0.5,0.48,0.1642,31.0,378,409,September
14945,2012-09-19,Fall,2012,9,21,0,Wednesday,1,Clear,0.5,0.4848,0.59,0.1642,25.0,324,349,September
14946,2012-09-19,Fall,2012,9,22,0,Wednesday,1,Clear,0.5,0.4848,0.63,0.0896,31.0,198,229,September
14947,2012-09-19,Fall,2012,9,23,0,Wednesday,1,Clear,0.48,0.4697,0.67,0.0896,17.0,106,123,September
14948,2012-09-20,Fall,2012,9,0,0,Thursday,1,Clear,0.5,0.4848,0.63,0.0,12.0,46,58,September
14949,2012-09-20,Fall,2012,9,1,0,Thursday,1,Clear,0.46,0.4545,0.72,0.1045,4.0,14,18,September
14950,2012-09-20,Fall,2012,9,2,0,Thursday,1,Clear,0.46,0.4545,0.72,0.0896,2.0,9,11,September
14951,2012-09-20,Fall,2012,9,3,0,Thursday,1,Clear,0.44,0.4394,0.77,0.0,0.0,6,6,September
14952,2012-09-20,Fall,2012,9,4,0,Thursday,1,Clear,0.44,0.4394,0.77,0.1045,0.0,6,6,September
14953,2012-09-20,Fall,2012,9,5,0,Thursday,1,Clear,0.44,0.4394,0.77,0.1045,4.0,52,56,September
14954,2012-09-20,Fall,2012,9,6,0,Thursday,1,Clear,0.44,0.4394,0.77,0.0,9.0,161,170,September
14955,2012-09-20,Fall,2012,9,7,0,Thursday,1,Clear,0.46,0.4545,0.82,0.1045,20.0,514,534,September
14956,2012-09-20,Fall,2012,9,8,0,Thursday,1,Clear,0.5,0.4848,0.68,0.0896,44.0,746,790,September
14957,2012-09-20,Fall,2012,9,9,0,Thursday,1,Clear,0.56,0.5303,0.6,0.0896,25.0,330,355,September
14958,2012-09-20,Fall,2012,9,10,0,Thursday,1,Clear,0.58,0.5455,0.53,0.0896,33.0,157,190,September
14959,2012-09-20,Fall,2012,9,11,0,Thursday,1,Clear,0.62,0.6212,0.43,0.0,37.0,206,243,September
14960,2012-09-20,Fall,2012,9,12,0,Thursday,1,Clear,0.62,0.6212,0.43,0.1343,57.0,233,290,September
14961,2012-09-20,Fall,2012,9,13,0,Thursday,1,Clear,0.64,0.6212,0.44,0.1343,68.0,268,336,September
14962,2012-09-20,Fall,2012,9,14,0,Thursday,1,Clear,0.64,0.6212,0.47,0.194,76.0,222,298,September
14963,2012-09-20,Fall,2012,9,15,0,Thursday,1,Clear,0.66,0.6212,0.47,0.194,60.0,231,291,September
14964,2012-09-20,Fall,2012,9,16,0,Thursday,1,Clear,0.64,0.6212,0.47,0.1642,72.0,385,457,September
14965,2012-09-20,Fall,2012,9,17,0,Thursday,1,Clear,0.64,0.6212,0.5,0.2239,91.0,885,976,September
14966,2012-09-20,Fall,2012,9,18,0,Thursday,1,Clear,0.6,0.6212,0.56,0.2537,17.0,781,900,September
14967,2012-09-20,Fall,2012,9,19,0,Thursday,1,Clear,0.58,0.5455,0.6,0.2239,69.0,534,603,September
14968,2012-09-20,Fall,2012,9,20,0,Thursday,1,Clear,0.56,0.5303,0.64,0.1343,57.0,360,417,September
14969,2012-09-20,Fall,2012,9,21,0,Thursday,1,Clear,0.56,0.5303,0.64,0.194,28.0,246,274,September
14970,2012-09-20,Fall,2012,9,22,0,Thursday,1,Clear,0.54,0.5152,0.73,0.1045,35.0,252,287,September
14971,2012-09-20,Fall,2012,9,23,0,Thursday,1,Clear,0.54,0.5152,0.68,0.1045,17.0,137,154,September
14972,2012-09-21,Fall,2012,9,0,0,Friday,1,Clear,0.54,0.5152,0.68,0.0,13.0,53,66,September
14973,2012-09-21,Fall,2012,9,1,0,Friday,1,Clear,0.52,0.5,0.72,0.0,11.0,38,49,September
14974,2012-09-21,Fall,2012,9,2,0,Friday,1,Clear,0.52,0.5,0.72,0.0,6.0,8,14,September
14975,2012-09-21,Fall,2012,9,3,0,Friday,1,Clear,0.5,0.4848,0.77,0.0896,1.0,11,12,September
14976,2012-09-21,Fall,2012,9,4,0,Friday,1,Clear,0.5,0.4848,0.77,0.0,1.0,9,10,September
14977,2012-09-21,Fall,2012,9,5,0,Friday,1,Clear,0.5,0.4848,0.82,0.0,2.0,47,49,September
14978,2012-09-21,Fall,2012,9,6,0,Friday,1,Clear,0.5,0.4848,0.77,0.0896,19.0,146,165,September
14979,2012-09-21,Fall,2012,9,7,0,Friday,1,Clear,0.52,0.5,0.77,0.0,35.0,468,503,September
14980,2012-09-21,Fall,2012,9,8,0,Friday,1,Clear,0.54,0.5152,0.73,0.1343,31.0,726,757,September
14981,2012-09-21,Fall,2012,9,9,0,Friday,1,Clear,0.58,0.5455,0.68,0.1343,35.0,348,383,September
14982,2012-09-21,Fall,2012,9,10,0,Friday,1,Clear,0.62,0.6061,0.61,0.2239,44.0,181,225,September
14983,2012-09-21,Fall,2012,9,11,0,Friday,1,Clear,0.66,0.6212,0.57,0.2239,79.0,242,321,September
14984,2012-09-21,Fall,2012,9,12,0,Friday,1,Clear,0.68,0.6364,0.57,0.1642,84.0,305,389,September
14985,2012-09-21,Fall,2012,9,13,0,Friday,1,Clear,0.7,0.6515,0.54,0.1642,105.0,316,421,September
14986,2012-09-21,Fall,2012,9,14,0,Friday,1,Clear,0.7,0.6515,0.54,0.2985,113.0,299,412,September
14987,2012-09-21,Fall,2012,9,15,0,Friday,1,Clear,0.7,0.6515,0.54,0.2239,90.0,333,423,September
14988,2012-09-21,Fall,2012,9,16,0,Friday,1,Clear,0.7,0.6515,0.54,0.194,103.0,464,567,September
14989,2012-09-21,Fall,2012,9,17,0,Friday,1,Clear,0.68,0.6364,0.57,0.2836,107.0,739,846,September
14990,2012-09-21,Fall,2012,9,18,0,Friday,1,Clear,0.66,0.6212,0.61,0.2537,106.0,699,805,September
14991,2012-09-21,Fall,2012,9,19,0,Friday,1,Clear,0.64,0.6061,0.65,0.2537,95.0,493,588,September
14992,2012-09-21,Fall,2012,9,20,0,Friday,1,Clear,0.62,0.6061,0.69,0.194,54.0,315,369,September
14993,2012-09-21,Fall,2012,9,21,0,Friday,1,Clear,0.6,0.5909,0.73,0.2537,46.0,266,312,September
14994,2012-09-21,Fall,2012,9,22,0,Friday,1,Clear,0.6,0.5909,0.73,0.194,47.0,248,295,September
14995,2012-09-21,Fall,2012,9,23,0,Friday,1,Clear,0.6,0.5909,0.73,0.3284,23.0,163,186,September
14996,2012-09-22,Fall,2012,9,0,0,Saturday,0,Clear,0.6,0.5909,0.73,0.2836,32.0,140,172,September
14997,2012-09-22,Fall,2012,9,1,0,Saturday,0,Clear,0.58,0.5455,0.83,0.2985,18.0,106,124,September
14998,2012-09-22,Fall,2012,9,2,0,Saturday,0,Clear,0.56,0.5303,0.88,0.2537,10.0,73,83,September
14999,2012-09-22,Fall,2012,9,3,0,Saturday,0,Clear,0.56,0.5303,0.83,0.2836,6.0,39,45,September
15000,2012-09-22,Fall,2012,9,4,0,Saturday,0,Clear,0.56,0.5303,0.83,0.2836,5.0,10,15,September
15001,2012-09-22,Fall,2012,9,5,0,Saturday,0,Clear,0.56,0.5303,0.83,0.3284,2.0,15,17,September
15002,2012-09-22,Fall,2012,9,6,0,Saturday,0,Clear,0.56,0.5303,0.83,0.2985,6.0,35,41,September
15003,2012-09-22,Fall,2012,9,7,0,Saturday,0,Clear,0.58,0.5455,0.78,0.2537,7.0,70,77,September
15004,2012-09-22,Fall,2012,9,8,0,Saturday,0,Clear,0.6,0.5909,0.73,0.2985,21.0,197,218,September
15005,2012-09-22,Fall,2012,9,9,0,Saturday,0,Clear,0.64,0.6061,0.69,0.2537,88.0,289,377,September
15006,2012-09-22,Fall,2012,9,10,0,Saturday,0,Clear,0.66,0.6212,0.65,0.3284,17.0,350,474,September
15007,2012-09-22,Fall,2012,9,11,0,Saturday,0,Clear,0.7,0.6515,0.58,0.2836,17.0,437,626,September
15008,2012-09-22,Fall,2012,9,12,0,Saturday,0,Clear,0.72,0.6667,0.54,0.2985,17.0,460,688,September
15009,2012-09-22,Fall,2012,9,13,0,Saturday,0,Clear,0.74,0.6667,0.51,0.3582,17.0,434,707,September
15010,2012-09-22,Fall,2012,9,14,0,Saturday,0,Clear,0.76,0.6818,0.48,0.2836,17.0,404,654,September
15011,2012-09-22,Fall,2012,9,15,0,Saturday,0,Clear,0.74,0.6667,0.48,0.3881,17.0,443,750,September
15012,2012-09-22,Fall,2012,9,16,0,Saturday,0,Clear,0.74,0.6667,0.51,0.3284,17.0,427,680,September
15013,2012-09-22,Fall,2012,9,17,0,Saturday,0,Clear,0.74,0.6667,0.51,0.3284,17.0,451,646,September
15014,2012-09-22,Fall,2012,9,18,0,Saturday,0,Clear,0.72,0.6667,0.54,0.2836,17.0,427,598,September
15015,2012-09-22,Fall,2012,9,19,0,Saturday,0,Clear,0.7,0.6515,0.58,0.194,99.0,308,407,September
15016,2012-09-22,Fall,2012,9,20,0,Saturday,0,Clear,0.7,0.6515,0.54,0.2537,76.0,249,325,September
15017,2012-09-22,Fall,2012,9,21,0,Saturday,0,Clear,0.64,0.6212,0.57,0.2537,59.0,202,261,September
15018,2012-09-22,Fall,2012,9,22,0,Saturday,0,Clear,0.62,0.6212,0.57,0.194,59.0,180,239,September
15019,2012-09-22,Fall,2012,9,23,0,Saturday,0,Clear,0.62,0.6212,0.5,0.194,34.0,137,171,September
15020,2012-09-23,Winter,2012,9,0,0,Sunday,0,Clear,0.62,0.6212,0.38,0.2537,34.0,146,180,September
15021,2012-09-23,Winter,2012,9,1,0,Sunday,0,Clear,0.54,0.5152,0.52,0.3582,23.0,119,142,September
15022,2012-09-23,Winter,2012,9,2,0,Sunday,0,Clear,0.52,0.5,0.48,0.2537,18.0,77,95,September
15023,2012-09-23,Winter,2012,9,3,0,Sunday,0,Clear,0.48,0.4697,0.55,0.2985,13.0,41,54,September
15024,2012-09-23,Winter,2012,9,4,0,Sunday,0,Clear,0.46,0.4545,0.55,0.2239,1.0,9,10,September
15025,2012-09-23,Winter,2012,9,5,0,Sunday,0,Clear,0.46,0.4545,0.59,0.2537,1.0,5,6,September
15026,2012-09-23,Winter,2012,9,6,0,Sunday,0,Clear,0.44,0.4394,0.62,0.2537,5.0,11,16,September
15027,2012-09-23,Winter,2012,9,7,0,Sunday,0,Clear,0.46,0.4545,0.59,0.2239,9.0,48,57,September
15028,2012-09-23,Winter,2012,9,8,0,Sunday,0,Clear,0.48,0.4697,0.55,0.3582,38.0,137,175,September
15029,2012-09-23,Winter,2012,9,9,0,Sunday,0,Clear,0.5,0.4848,0.51,0.3284,71.0,205,276,September
15030,2012-09-23,Winter,2012,9,10,0,Sunday,0,Clear,0.54,0.5152,0.45,0.2537,17.0,351,489,September
15031,2012-09-23,Winter,2012,9,11,0,Sunday,0,Clear,0.56,0.5303,0.46,0.2537,17.0,384,570,September
15032,2012-09-23,Winter,2012,9,12,0,Sunday,0,Clear,0.56,0.5303,0.43,0.1045,17.0,526,776,September
15033,2012-09-23,Winter,2012,9,13,0,Sunday,0,Clear,0.6,0.6212,0.38,0.1642,17.0,445,702,September
15034,2012-09-23,Winter,2012,9,14,0,Sunday,0,Clear,0.6,0.6212,0.38,0.194,17.0,400,666,September
15035,2012-09-23,Winter,2012,9,15,0,Sunday,0,Clear,0.6,0.6212,0.33,0.2239,17.0,375,640,September
15036,2012-09-23,Winter,2012,9,16,0,Sunday,0,Clear,0.6,0.6212,0.33,0.3284,17.0,437,691,September
15037,2012-09-23,Winter,2012,9,17,0,Sunday,0,Clear,0.56,0.5303,0.35,0.2985,17.0,496,723,September
15038,2012-09-23,Winter,2012,9,18,0,Sunday,0,Clear,0.54,0.5152,0.37,0.194,17.0,405,540,September
15039,2012-09-23,Winter,2012,9,19,0,Sunday,0,Clear,0.52,0.5,0.42,0.1642,82.0,331,413,September
15040,2012-09-23,Winter,2012,9,20,0,Sunday,0,Clear,0.52,0.5,0.42,0.1642,60.0,192,252,September
15041,2012-09-23,Winter,2012,9,21,0,Sunday,0,Mist,0.52,0.5,0.48,0.1045,51.0,145,196,September
15042,2012-09-23,Winter,2012,9,22,0,Sunday,0,Clear,0.52,0.5,0.48,0.0,40.0,98,138,September
15043,2012-09-23,Winter,2012,9,23,0,Sunday,0,Mist,0.5,0.4848,0.59,0.1045,30.0,70,100,September
15044,2012-09-24,Winter,2012,9,0,0,Monday,1,Clear,0.46,0.4545,0.63,0.194,10.0,54,64,September
15045,2012-09-24,Winter,2012,9,1,0,Monday,1,Clear,0.46,0.4545,0.67,0.1343,6.0,12,18,September
15046,2012-09-24,Winter,2012,9,2,0,Monday,1,Mist,0.46,0.4545,0.63,0.1343,0.0,8,8,September
15047,2012-09-24,Winter,2012,9,3,0,Monday,1,Clear,0.46,0.4545,0.63,0.1642,0.0,5,5,September
15048,2012-09-24,Winter,2012,9,4,0,Monday,1,Clear,0.44,0.4394,0.67,0.1045,0.0,8,8,September
15049,2012-09-24,Winter,2012,9,5,0,Monday,1,Clear,0.46,0.4545,0.63,0.0,2.0,35,37,September
15050,2012-09-24,Winter,2012,9,6,0,Monday,1,Clear,0.46,0.4545,0.59,0.0,6.0,162,168,September
15051,2012-09-24,Winter,2012,9,7,0,Monday,1,Clear,0.46,0.4545,0.67,0.1343,17.0,513,530,September
15052,2012-09-24,Winter,2012,9,8,0,Monday,1,Clear,0.5,0.4848,0.55,0.194,31.0,719,750,September
15053,2012-09-24,Winter,2012,9,9,0,Monday,1,Clear,0.52,0.5,0.52,0.194,42.0,286,328,September
15054,2012-09-24,Winter,2012,9,10,0,Monday,1,Clear,0.54,0.5152,0.49,0.2239,52.0,146,198,September
15055,2012-09-24,Winter,2012,9,11,0,Monday,1,Clear,0.56,0.5303,0.37,0.194,71.0,167,238,September
15056,2012-09-24,Winter,2012,9,12,0,Monday,1,Clear,0.56,0.5303,0.35,0.2985,77.0,265,342,September
15057,2012-09-24,Winter,2012,9,13,0,Monday,1,Clear,0.6,0.6212,0.31,0.2985,80.0,248,328,September
15058,2012-09-24,Winter,2012,9,14,0,Monday,1,Clear,0.6,0.6061,0.28,0.0,77.0,226,303,September
15059,2012-09-24,Winter,2012,9,15,0,Monday,1,Clear,0.6,0.6212,0.31,0.0,84.0,216,300,September
15060,2012-09-24,Winter,2012,9,16,0,Monday,1,Clear,0.58,0.5455,0.3,0.2537,99.0,417,516,September
15061,2012-09-24,Winter,2012,9,17,0,Monday,1,Clear,0.58,0.5455,0.3,0.0,89.0,809,898,September
15062,2012-09-24,Winter,2012,9,18,0,Monday,1,Clear,0.54,0.5152,0.37,0.1642,95.0,758,853,September
15063,2012-09-24,Winter,2012,9,19,0,Monday,1,Clear,0.52,0.5,0.39,0.1343,56.0,534,590,September
15064,2012-09-24,Winter,2012,9,20,0,Monday,1,Clear,0.52,0.5,0.52,0.1045,52.0,380,432,September
15065,2012-09-24,Winter,2012,9,21,0,Monday,1,Clear,0.5,0.4848,0.51,0.1343,26.0,230,256,September
15066,2012-09-24,Winter,2012,9,22,0,Monday,1,Clear,0.5,0.4848,0.51,0.2239,18.0,154,172,September
15067,2012-09-24,Winter,2012,9,23,0,Monday,1,Clear,0.46,0.4545,0.63,0.1343,11.0,83,94,September
15068,2012-09-25,Winter,2012,9,0,0,Tuesday,1,Clear,0.46,0.4545,0.67,0.1642,8.0,56,64,September
15069,2012-09-25,Winter,2012,9,1,0,Tuesday,1,Clear,0.44,0.4394,0.72,0.1343,2.0,11,13,September
15070,2012-09-25,Winter,2012,9,2,0,Tuesday,1,Clear,0.42,0.4242,0.77,0.1343,5.0,9,14,September
15071,2012-09-25,Winter,2012,9,3,0,Tuesday,1,Clear,0.42,0.4242,0.71,0.0896,2.0,3,5,September
15072,2012-09-25,Winter,2012,9,4,0,Tuesday,1,Clear,0.42,0.4242,0.71,0.1343,2.0,7,9,September
15073,2012-09-25,Winter,2012,9,5,0,Tuesday,1,Clear,0.42,0.4242,0.77,0.0896,1.0,46,47,September
15074,2012-09-25,Winter,2012,9,6,0,Tuesday,1,Clear,0.44,0.4394,0.77,0.2239,5.0,189,194,September
15075,2012-09-25,Winter,2012,9,7,0,Tuesday,1,Clear,0.44,0.4394,0.77,0.194,17.0,539,556,September
15076,2012-09-25,Winter,2012,9,8,0,Tuesday,1,Clear,0.48,0.4697,0.67,0.194,41.0,764,805,September
15077,2012-09-25,Winter,2012,9,9,0,Tuesday,1,Clear,0.54,0.5152,0.56,0.2537,28.0,381,409,September
